<CHROM>	<START>	<END>	<TSB>
Y	0	12904107	0
Y	12904108	12920477	1
Y	12920478	13248378	0
Y	13248379	13480672	2
Y	13480673	13703566	0
Y	13703567	13706023	1
Y	13706024	13985771	0
Y	13985772	13986512	2
Y	13986513	14056216	0
Y	14056217	14056957	1
Y	14056958	14522572	0
Y	14522573	14845649	1
Y	14845650	17877409	0
Y	17877410	17880219	2
Y	17880220	18025786	0
Y	18025787	18028596	1
Y	18028597	18546670	0
Y	18546671	18588962	1
Y	18588963	18731439	0
Y	18731440	18773734	2
Y	18773735	19705414	0
Y	19705415	19744938	2
Y	19744939	20575724	0
Y	20575725	20593153	1
Y	20593154	20756163	0
Y	20756164	20781031	1
Y	20781032	21382953	0
Y	21382954	21386359	2
Y	21386360	21511337	0
Y	21511338	21549325	1
Y	21549326	21880075	0
Y	21880076	21894525	2
Y	21894526	21903617	0
Y	21903618	21918066	2
Y	21918067	22071755	0
Y	22071756	22096006	2
Y	22096007	22168541	0
Y	22168542	22182981	2
Y	22182982	22403469	0
Y	22403470	22417880	1
Y	22417881	22490396	0
Y	22490397	22514636	1
Y	22514637	22973818	0
Y	22973819	23005464	1
Y	23005465	23129354	0
Y	23129355	23199093	2
Y	23199094	23219433	0
Y	23219434	23291355	1
Y	23291356	24045228	0
Y	24045229	24048018	2
Y	24048019	24607559	0
Y	24607560	24639206	1
Y	24639207	24763068	0
Y	24763069	24813491	2
Y	24813492	24833842	0
Y	24833843	24907039	1
Y	24907040	25030900	0
Y	25030901	25062547	2
Y	25062548	25622161	0
Y	25622162	25624901	1
